"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Remove ingredient successfully using Mock","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","0","Check bun price is set correctly in constructor","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBun","test_bun","",""
"","0","Add ingredient successfully using Mock","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","1","Set bun using Mock object","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","1","Move ingredient successfully in the list","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","0","Verify ingredient data at index: 4","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestDatabase","test_database","",""
"","2","Verify get_price() returns correct total value","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","0","Verify get_price() returns the correct value","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestIngredient","test_ingredient","",""
"","0","Check default bun value is None","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","0","Verify set bun belongs to Bun class","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","1","Check that there are exactly 3 buns in the database","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestDatabase","test_database","",""
"","0","Check bun name is set correctly in constructor","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBun","test_bun","",""
"","0","Verify ingredient data at index: 1","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestDatabase","test_database","",""
"","0","Check ingredients type is list","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","0","Check bun name data type is string","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBun","test_bun","",""
"","0","Check default ingredients is an empty list","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","1","Verify ingredient belongs to Ingredient class","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","1","Check get_name() method returns correct value","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBun","test_bun","",""
"","0","Verify ingredient data at index: 2","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestDatabase","test_database","",""
"","0","Verify get_name() returns the correct value","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestIngredient","test_ingredient","",""
"","0","Verify get_receipt() formatting","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","0","Verify ingredient data at index: 5","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestDatabase","test_database","",""
"","0","Verify bun data at index: 1","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestDatabase","test_database","",""
"","0","Verify bun data at index: 2","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestDatabase","test_database","",""
"","0","Verify ingredient data at index: 0","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestDatabase","test_database","",""
"","0","Verify ingredient data at index: 3","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestDatabase","test_database","",""
"","0","Verify bun name cannot be None","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBurger","test_burger","",""
"","1","Verify get_type() returns the correct value","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestIngredient","test_ingredient","",""
"","0","Verify bun data at index: 0","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestDatabase","test_database","",""
"","0","Check bun price data type is float","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBun","test_bun","",""
"","0","Check get_price() method returns correct value","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestBun","test_bun","",""
"","0","Check that available_buns() returns a list","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestDatabase","test_database","",""
"","0","Successfully create an ingredient and verify attributes","tests","Sat Mar 14 12:48:01 UTC 2026","passed","Sat Mar 14 12:48:01 UTC 2026","TestIngredient","test_ingredient","",""
